country;variable;description;code;2014
USA;K;Manufacture of paper and paper products;C17;120 682
USA;K;Printing and reproduction of recorded media;C18;49 420
USA;K;Manufacture of coke and refined petroleum products ;C19;221 031
USA;K;Manufacture of chemicals and chemical products ;C20;663 121
USA;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;237 002
USA;K;Manufacture of rubber and plastic products;C22;104 158
USA;K;Manufacture of other non-metallic mineral products;C23;87 074
USA;K;Manufacture of basic metals;C24;165 478
USA;K;Manufacture of fabricated metal products, except machinery and equipment;C25;175 251
USA;K;Manufacture of computer, electronic and optical products;C26;506 266
USA;K;Manufacture of electrical equipment;C27;73 519
USA;K;Manufacture of machinery and equipment n.e.c.;C28;234 355
USA;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;222 260
USA;K;Manufacture of other transport equipment;C30;161 376
USA;K;"Manufacture of furniture; other manufacturing";C31_C32;137 976
USA;K;Repair and installation of machinery and equipment;C33;36 519
USA;K;Electricity, gas, steam and air conditioning supply;D35;2 132 563
USA;K;Water collection, treatment and supply;E36;72 860
USA;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;102 273
USA;K;Construction;F;284 566
USA;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;118 628
USA;K;Wholesale trade, except of motor vehicles and motorcycles;G46;590 103
USA;K;Retail trade, except of motor vehicles and motorcycles;G47;1 236 373
USA;K;Land transport and transport via pipelines;H49;821 298
USA;K;Water transport;H50;45 583
USA;K;Air transport;H51;249 115
USA;K;Warehousing and support activities for transportation;H52;110 828
USA;K;Postal and courier activities;H53;67 702
USA;K;Accommodation and food service activities;I;608 181
USA;K;Publishing activities;J58;196 548
USA;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;568 356
USA;K;Telecommunications;J61;1 071 948
USA;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;242 613
USA;K;Financial service activities, except insurance and pension funding;K64;845 008
USA;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;300 780
USA;K;Activities auxiliary to financial services and insurance activities;K66;154 746
USA;K;Real estate activities;L68;20 116 517
USA;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;532 815
USA;K;"Architectural and engineering activities; technical testing and analysis";M71;172 168
USA;K;Scientific research and development;M72;92 763
USA;K;Advertising and market research;M73;93 404
USA;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;30 486
USA;K;Administrative and support service activities;N;610 547
USA;K;"Public administration and defence; compulsory social security";O84;13 238 400
USA;K;Education;P85;557 731
USA;K;Human health and social work activities;Q;1 428 125
USA;K;Other service activities;R_S;767 886
USA;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;20 099
USA;K;Activities of extraterritorial organizations and bodies;U;0
